,rules,support,confidence,lift
101,{dessert,frozen potato products} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
102,{butter,frozen potato products} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
103,{misc. beverages,house keeping products} => {whole milk},0.000508388408744281,1,3.91364902506964
104,{sliced cheese,house keeping products} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
105,{white bread,house keeping products} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
106,{frozen vegetables,house keeping products} => {whole milk},0.000813421453990849,0.8,3.13091922005571
107,{napkins,house keeping products} => {whole milk},0.00132180986273513,0.8125,3.17983983286908
108,{frankfurter,house keeping products} => {whole milk},0.000711743772241993,0.875,3.42444289693593
109,{whipped/sour cream,house keeping products} => {whole milk},0.00122013218098627,0.923076923076923,3.61259910006428
110,{pickled vegetables,sweet spreads} => {whole milk},0.000508388408744281,1,3.91364902506964
111,{chicken,sweet spreads} => {root vegetables},0.000508388408744281,1,9.17444029850746
112,{beef,sweet spreads} => {yogurt},0.000813421453990849,0.8,5.73469387755102
113,{pastry,sweet spreads} => {whole milk},0.00101677681748856,0.909090909090909,3.55786275006331
114,{turkey,baking powder} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
115,{turkey,grapes} => {other vegetables},0.000813421453990849,0.888888888888889,4.59391603900274
116,{turkey,cat food} => {tropical fruit},0.000508388408744281,0.833333333333333,7.94169896640827
117,{meat,turkey} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
118,{turkey,butter milk} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
119,{turkey,candy} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
120,{turkey,candy} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
121,{turkey,candy} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
122,{turkey,oil} => {other vegetables},0.000813421453990849,1,5.16815554387809
123,{turkey,hamburger meat} => {yogurt},0.000508388408744281,1,7.16836734693878
124,{turkey,hamburger meat} => {whole milk},0.000508388408744281,1,3.91364902506964
125,{turkey,long life bakery product} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
126,{turkey,long life bakery product} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
127,{chicken,turkey} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
128,{turkey,curd} => {other vegetables},0.00122013218098627,0.8,4.13452443510247
129,{turkey,napkins} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
130,{rice,baking powder} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
131,{rice,baking powder} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
132,{rice,baking powder} => {whole milk},0.000610066090493137,1,3.91364902506964
133,{hard cheese,rice} => {whole milk},0.000915099135739705,0.9,3.52228412256267
134,{sliced cheese,rice} => {tropical fruit},0.000508388408744281,1,9.53003875968992
135,{sliced cheese,rice} => {root vegetables},0.000508388408744281,1,9.17444029850746
136,{sliced cheese,rice} => {yogurt},0.000508388408744281,1,7.16836734693878
137,{sliced cheese,rice} => {whole milk},0.000508388408744281,1,3.91364902506964
138,{rice,oil} => {whole milk},0.000813421453990849,0.888888888888889,3.47879913339523
139,{onions,rice} => {yogurt},0.000610066090493137,0.857142857142857,6.14431486880467
140,{onions,rice} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
141,{rice,sugar} => {whole milk},0.00122013218098627,1,3.91364902506964
142,{rice,long life bakery product} => {root vegetables},0.000610066090493137,0.857142857142857,7.86380597014925
143,{rice,long life bakery product} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
144,{white bread,rice} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
145,{white bread,rice} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
146,{white bread,rice} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
147,{curd,rice} => {other vegetables},0.000711743772241993,0.875,4.52213610089333
148,{rice,napkins} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
149,{frankfurter,rice} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
150,{butter,rice} => {whole milk},0.00152516522623284,0.833333333333333,3.26137418755803
151,{rice,newspapers} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
152,{domestic eggs,rice} => {whole milk},0.00111845449923742,0.846153846153846,3.31154917505892
153,{pastry,rice} => {other vegetables},0.000711743772241993,0.875,4.52213610089333
154,{rice,bottled water} => {whole milk},0.00122013218098627,0.923076923076923,3.61259910006428
155,{yogurt,rice} => {other vegetables},0.00193187595322827,0.826086956521739,4.2693458840732
156,{spread cheese,hygiene articles} => {other vegetables},0.000508388408744281,1,5.16815554387809
157,{processed cheese,mayonnaise} => {whole milk},0.000508388408744281,1,3.91364902506964
158,{butter milk,mayonnaise} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
159,{mayonnaise,oil} => {chocolate},0.000508388408744281,0.833333333333333,16.7947404371585
160,{mayonnaise,oil} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
161,{mayonnaise,sugar} => {curd},0.000508388408744281,0.833333333333333,15.640903307888
162,{mayonnaise,sugar} => {margarine},0.000508388408744281,0.833333333333333,14.2288773148148
163,{mayonnaise,sugar} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
164,{mayonnaise,napkins} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
165,{soft cheese,salt} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
166,{soft cheese,salt} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
167,{sliced cheese,salt} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
168,{frozen dessert,baking powder} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
169,{grapes,frozen dessert} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
170,{frozen dessert,brown bread} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
171,{herbs,packaged fruit/vegetables} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
172,{canned vegetables,cake bar} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
173,{semi-finished bread,canned vegetables} => {other vegetables},0.000508388408744281,1,5.16815554387809
174,{chicken,canned vegetables} => {other vegetables},0.000711743772241993,0.875,4.52213610089333
175,{roll products ,pasta} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
176,{roll products ,pasta} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
177,{roll products ,detergent} => {other vegetables},0.000508388408744281,1,5.16815554387809
178,{soft cheese,roll products } => {yogurt},0.000610066090493137,0.857142857142857,6.14431486880467
179,{soft cheese,roll products } => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
180,{butter milk,roll products } => {other vegetables},0.000610066090493137,1,5.16815554387809
181,{ham,roll products } => {whole milk},0.000508388408744281,1,3.91364902506964
182,{sliced cheese,roll products } => {whole milk},0.000610066090493137,1,3.91364902506964
183,{hamburger meat,roll products } => {other vegetables},0.000915099135739705,0.9,4.65133998949028
184,{roll products ,salty snack} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
185,{roll products ,salty snack} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
186,{roll products ,waffles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
187,{frankfurter,roll products } => {whole milk},0.000813421453990849,0.8,3.13091922005571
188,{brown bread,roll products } => {other vegetables},0.000813421453990849,0.8,4.13452443510247
189,{frozen fish,flour} => {sugar},0.000508388408744281,0.833333333333333,24.6121121121121
190,{onions,frozen fish} => {whole milk},0.000813421453990849,0.8,3.13091922005571
191,{curd,frozen fish} => {whole milk},0.000915099135739705,1,3.91364902506964
192,{whipped/sour cream,frozen fish} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
193,{cake bar,seasonal products} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
194,{onions,cake bar} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
195,{frankfurter,cake bar} => {whole milk},0.000813421453990849,0.8,3.13091922005571
196,{chicken,seasonal products} => {yogurt},0.000610066090493137,0.857142857142857,6.14431486880467
197,{detergent,dishes} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
198,{grapes,mustard} => {onions},0.000508388408744281,0.833333333333333,26.8715846994536
199,{oil,mustard} => {whole milk},0.00122013218098627,0.857142857142857,3.35455630720255
200,{white bread,mustard} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
201,{butter,mustard} => {whole milk},0.000813421453990849,0.888888888888889,3.47879913339523
202,{whipped/sour cream,mustard} => {whole milk},0.000813421453990849,0.8,3.13091922005571
203,{ham,red/blush wine} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
204,{red/blush wine,hygiene articles} => {citrus fruit},0.000508388408744281,0.833333333333333,10.0685913185913
205,{red/blush wine,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
206,{frozen vegetables,red/blush wine} => {whole milk},0.000813421453990849,0.8,3.13091922005571
207,{semi-finished bread,pot plants} => {whole milk},0.000610066090493137,1,3.91364902506964
208,{baking powder,pot plants} => {tropical fruit},0.000508388408744281,1,9.53003875968992
209,{misc. beverages,pot plants} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
210,{frankfurter,pot plants} => {margarine},0.000508388408744281,0.833333333333333,14.2288773148148
211,{cat food,chewing gum} => {other vegetables},0.000610066090493137,1,5.16815554387809
212,{flour,canned fish} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
213,{soft cheese,canned fish} => {cream cheese },0.000610066090493137,0.857142857142857,21.6153846153846
214,{canned fish,hygiene articles} => {whole milk},0.00111845449923742,1,3.91364902506964
215,{chicken,canned fish} => {other vegetables},0.000610066090493137,1,5.16815554387809
216,{beverages,pasta} => {whole milk},0.000508388408744281,1,3.91364902506964
217,{butter milk,pasta} => {yogurt},0.000610066090493137,0.857142857142857,6.14431486880467
218,{herbs,processed cheese} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
219,{herbs,processed cheese} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
220,{herbs,ice cream} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
221,{herbs,butter milk} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
222,{herbs,butter milk} => {whole milk},0.000610066090493137,1,3.91364902506964
223,{herbs,long life bakery product} => {root vegetables},0.000610066090493137,1,9.17444029850746
224,{herbs,long life bakery product} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
225,{herbs,coffee} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
226,{herbs,fruit/vegetable juice} => {other vegetables},0.00122013218098627,0.8,4.13452443510247
227,{herbs,pastry} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
228,{herbs,shopping bags} => {other vegetables},0.00193187595322827,0.826086956521739,4.2693458840732
229,{tropical fruit,herbs} => {whole milk},0.00233858668022369,0.821428571428571,3.21478312773577
230,{herbs,rolls/buns} => {whole milk},0.00244026436197255,0.8,3.13091922005571
231,{soft cheese,processed cheese} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
232,{processed cheese,misc. beverages} => {tropical fruit},0.000508388408744281,0.833333333333333,7.94169896640827
233,{processed cheese,hygiene articles} => {whole milk},0.000813421453990849,0.8,3.13091922005571
234,{chicken,processed cheese} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
235,{semi-finished bread,pickled vegetables} => {soda},0.000610066090493137,0.857142857142857,4.91545189504373
236,{soft cheese,semi-finished bread} => {tropical fruit},0.000711743772241993,0.875,8.33878391472868
237,{grapes,semi-finished bread} => {tropical fruit},0.000610066090493137,0.857142857142857,8.16860465116279
238,{semi-finished bread,specialty chocolate} => {pastry},0.000711743772241993,0.875,9.835
239,{sliced cheese,semi-finished bread} => {other vegetables},0.000813421453990849,0.888888888888889,4.59391603900274
240,{beverages,soft cheese} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
241,{beverages,soft cheese} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
242,{ice cream,baking powder} => {other vegetables},0.000508388408744281,1,5.16815554387809
243,{meat,detergent} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
244,{hard cheese,detergent} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
245,{sugar,pickled vegetables} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
246,{pickled vegetables,chocolate} => {whole milk},0.00122013218098627,0.857142857142857,3.35455630720255
247,{baking powder,specialty chocolate} => {whole milk},0.000610066090493137,1,3.91364902506964
248,{butter milk,baking powder} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
249,{baking powder,candy} => {whole milk},0.000711743772241993,0.875,3.42444289693593
250,{dessert,baking powder} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
251,{grapes,flour} => {citrus fruit},0.000508388408744281,0.833333333333333,10.0685913185913
252,{ham,flour} => {whole milk},0.000508388408744281,1,3.91364902506964
253,{UHT-milk,flour} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
254,{soft cheese,waffles} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
255,{hard cheese,specialty bar} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
256,{grapes,specialty chocolate} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
257,{grapes,onions} => {other vegetables},0.00111845449923742,0.916666666666667,4.73747591522158
258,{hard cheese,cat food} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
259,{cat food,long life bakery product} => {chocolate},0.000508388408744281,0.833333333333333,16.7947404371585
260,{oil,specialty chocolate} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
261,{sugar,specialty chocolate} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
262,{meat,margarine} => {other vegetables},0.00172852058973055,0.85,4.39293221229637
263,{hard cheese,oil} => {other vegetables},0.00111845449923742,0.916666666666667,4.73747591522158
264,{chicken,hard cheese} => {yogurt},0.000915099135739705,0.818181818181818,5.86502782931354
265,{butter milk,candy} => {other vegetables},0.000813421453990849,0.8,4.13452443510247
266,{butter milk,candy} => {whole milk},0.000813421453990849,0.8,3.13091922005571
267,{onions,butter milk} => {other vegetables},0.00132180986273513,0.8125,4.19912637940095
268,{pork,butter milk} => {other vegetables},0.00183019827147941,0.857142857142857,4.42984760903836
269,{onions,waffles} => {other vegetables},0.00122013218098627,0.8,4.13452443510247
270,{hamburger meat,curd} => {whole milk},0.0025419420437214,0.806451612903226,3.15616856860455
271,{hamburger meat,bottled beer} => {whole milk},0.00172852058973055,0.80952380952381,3.16819206791352
272,{other vegetables,rolls/buns,skin care} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
273,{root vegetables,other vegetables,specialty fat} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
274,{root vegetables,whole milk,specialty fat} => {other vegetables},0.000508388408744281,1,5.16815554387809
275,{other vegetables,whole milk,specialty fat} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
276,{liver loaf,other vegetables,whole milk} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
277,{tropical fruit,curd cheese,hygiene articles} => {whole milk},0.000508388408744281,1,3.91364902506964
278,{whole milk,curd cheese,hygiene articles} => {tropical fruit},0.000508388408744281,1,9.53003875968992
279,{tropical fruit,curd cheese,fruit/vegetable juice} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
280,{other vegetables,curd cheese,fruit/vegetable juice} => {tropical fruit},0.000508388408744281,0.833333333333333,7.94169896640827
281,{other vegetables,whipped/sour cream,cleaner} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
282,{whole milk,whipped/sour cream,cleaner} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
283,{soda,liquor (appetizer),newspapers} => {canned beer},0.000711743772241993,0.875,11.2639070680628
284,{soda,liquor,red/blush wine} => {bottled beer},0.000813421453990849,1,12.4179292929293
285,{tropical fruit,curd,cereals} => {yogurt},0.000508388408744281,1,7.16836734693878
286,{tropical fruit,curd,cereals} => {whole milk},0.000508388408744281,1,3.91364902506964
287,{curd,yogurt,cereals} => {whole milk},0.000813421453990849,1,3.91364902506964
288,{whole milk,curd,cereals} => {yogurt},0.000813421453990849,0.8,5.73469387755102
289,{yogurt,brown bread,cereals} => {whole milk},0.000508388408744281,1,3.91364902506964
290,{whole milk,brown bread,cereals} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
291,{pip fruit,yogurt,cereals} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
292,{tropical fruit,pastry,cereals} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
293,{tropical fruit,pastry,cereals} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
294,{tropical fruit,yogurt,cereals} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
295,{root vegetables,yogurt,cereals} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
296,{other vegetables,yogurt,cereals} => {whole milk},0.000711743772241993,0.875,3.42444289693593
297,{root vegetables,jam,waffles} => {whole milk},0.000508388408744281,1,3.91364902506964
298,{whole milk,jam,waffles} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
299,{root vegetables,jam,napkins} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
300,{other vegetables,jam,napkins} => {root vegetables},0.000508388408744281,1,9.17444029850746
301,{root vegetables,jam,napkins} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
302,{whole milk,jam,napkins} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
303,{root vegetables,butter,jam} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
304,{butter,rolls/buns,jam} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
305,{root vegetables,whipped/sour cream,jam} => {whole milk},0.000508388408744281,1,3.91364902506964
306,{whole milk,whipped/sour cream,jam} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
307,{root vegetables,jam,soda} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
308,{root vegetables,yogurt,jam} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
309,{other vegetables,rolls/buns,jam} => {root vegetables},0.000610066090493137,0.857142857142857,7.86380597014925
310,{other vegetables,jam,soda} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
311,{tropical fruit,instant coffee,newspapers} => {soda},0.000508388408744281,0.833333333333333,4.77891156462585
312,{root vegetables,whipped/sour cream,instant coffee} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
